RUTA   ,Fecha,Agencia,PAUTA,DEVOL,VTA,%
RUTA :07   CANTO GRANDE,2025-01-24,EL AGUSTINO,50,15,35,30
RUTA :07   CANTO GRANDE,2025-01-25,EL AGUSTINO,50,24,26,48
RUTA :07   CANTO GRANDE,2025-01-26,EL AGUSTINO,60,36,24,60
RUTA :07   CANTO GRANDE,2025-01-27,EL AGUSTINO,50,30,20,60
RUTA :07   CANTO GRANDE,2025-01-28,EL AGUSTINO,50,17,33,34
RUTA :07   CANTO GRANDE,2025-01-29,EL AGUSTINO,50,16,34,32
RUTA :07   CANTO GRANDE,2025-01-30,EL AGUSTINO,50,24,26,48
RUTA :07   CANTO GRANDE,2025-01-31,EL AGUSTINO,50,25,25,50
RUTA :07   CANTO GRANDE,2025-01-01,CANTO REY ,0,0,0,0
RUTA :07   CANTO GRANDE,2025-01-02,CANTO REY ,60,17,43,28
RUTA :07   CANTO GRANDE,2025-01-03,CANTO REY ,60,30,30,50
RUTA :07   CANTO GRANDE,2025-01-04,CANTO REY ,60,15,45,25
RUTA :07   CANTO GRANDE,2025-01-05,CANTO REY ,60,19,41,32
RUTA :07   CANTO GRANDE,2025-01-06,CANTO REY ,60,24,36,40
RUTA :07   CANTO GRANDE,2025-01-07,CANTO REY ,60,26,34,43
RUTA :07   CANTO GRANDE,2025-01-08,CANTO REY ,60,28,32,47
RUTA :07   CANTO GRANDE,2025-01-09,CANTO REY ,60,24,36,40
RUTA :07   CANTO GRANDE,2025-01-10,CANTO REY ,60,19,41,32
RUTA :07   CANTO GRANDE,2025-01-11,CANTO REY ,60,18,42,30
RUTA :07   CANTO GRANDE,2025-01-12,CANTO REY ,60,14,46,23
RUTA :07   CANTO GRANDE,2025-01-13,CANTO REY ,60,23,37,38
RUTA :07   CANTO GRANDE,2025-01-14,CANTO REY ,60,18,42,30
RUTA :07   CANTO GRANDE,2025-01-15,CANTO REY ,60,20,40,33
RUTA :07   CANTO GRANDE,2025-01-16,CANTO REY ,60,27,33,45
RUTA :07   CANTO GRANDE,2025-01-17,CANTO REY ,60,32,28,53
RUTA :07   CANTO GRANDE,2025-01-18,CANTO REY ,60,23,37,38
RUTA :07   CANTO GRANDE,2025-01-19,CANTO REY ,60,18,42,30
RUTA :07   CANTO GRANDE,2025-01-20,CANTO REY ,60,22,38,37
RUTA :07   CANTO GRANDE,2025-01-21,CANTO REY ,60,19,41,32
RUTA :07   CANTO GRANDE,2025-01-22,CANTO REY ,60,22,38,37
RUTA :07   CANTO GRANDE,2025-01-23,CANTO REY ,60,23,37,38
RUTA :07   CANTO GRANDE,2025-01-24,CANTO REY ,60,18,42,30
RUTA :07   CANTO GRANDE,2025-01-25,CANTO REY ,60,24,36,40
RUTA :07   CANTO GRANDE,2025-01-26,CANTO REY ,60,17,43,28
RUTA :07   CANTO GRANDE,2025-01-27,CANTO REY ,60,27,33,45
RUTA :07   CANTO GRANDE,2025-01-28,CANTO REY ,60,24,36,40
RUTA :07   CANTO GRANDE,2025-01-29,CANTO REY ,60,22,38,37
RUTA :07   CANTO GRANDE,2025-01-30,CANTO REY ,60,18,42,30
RUTA :07   CANTO GRANDE,2025-01-31,CANTO REY ,60,22,38,37
